STM,STM_lon,STM_lat,PROMODS_PO
397.0,14.2255458309731,45.5711490494378,PODGRAD - IL.BISTRICA
398.0,14.2223412529273,45.6540292713612,IL.BISTRICA - PIVKA
399.0,15.698297690155,46.4294517067544,RAČE - ŠIKOLE
400.0,15.2104726731448,45.8338546919078,LEŠNICA - OTOČEC
401.0,15.2993857930334,45.9180554097214,ZAVRATEC - ŠKOCJAN
402.0,15.2497554111174,45.8673373441217,ŠMARJEŠKE TOPLICE - DOLENJE KRONOVO
403.0,13.7392305248202,45.5758862078165,KRIŽ.MORETINI - ANKARAN
405.0,13.7463717359143,46.1706515356256,PERŠETI - MOST NA SOČI
406.0,13.8997588902215,46.106932848408,DOL TREBUŠA - ŽELIN
407.0,15.2440171991294,45.912546335182,MOKRONOG - ZBURE
408.0,14.1167700753052,46.1068956272626,GORENJA VAS - TREBIJA
409.0,14.0737264711189,46.0809573819847,TREBIJA - SOVODENJ
410.0,14.6962130716368,45.7645574129322,RAŠICA - ŽLEBIČ
411.0,15.6599884303937,46.0691825841701,BISTRICA OB SOTLI - MP BISTRICA
412.0,15.6179569550678,46.0905716950155,GOLOBINJEK - BISTRICA
413.0,15.6897130296724,46.0230464142208,BISTRICA - BIZELJSKO
414.0,15.7000236594232,46.2229993395373,ROGATEC
415.0,15.6098592782149,46.1289450019207,IMENO - MP IMENO
416.0,15.3069771517751,45.8921572196541,ŠKOCJAN - DOBRUŠKA VAS
417.0,15.2456714921475,46.2372397596668,MEDLOG - CELJE
418.0,13.8806493636324,45.6540594254729,DIVAČA - LOKEV-LIPICA
419.0,13.8136723728548,45.7275933503817,DUTOVLJE - REPENTABOR
420.0,15.2928541666593,46.2345095918719,CELJE - ŠTORE
421.0,15.6604935744215,46.4526824324156,FRAM - RAČE
422.0,13.6232155179447,45.8133630266313,GORJANSKO - KLARIČI
424.0,15.9416915768881,46.4178054598592,SPUHLJA - GORIŠNICA
425.0,15.8946453840786,46.4254176904566,KRIŽ.SPUHLJA - PTUJ
426.0,15.712089704193,46.4084841493662,ŠIKOLE - KIDRIČEVO
427.0,13.9726000067689,45.8812071039165,COL - AJDOVŠČINA
428.0,15.5748416958414,46.1041858226271,PRELASKO - BUČE-KOZJE
429.0,15.6151219788836,46.6385511961317,POČEHOVA - ZG.KUNGOTA
430.0,16.3380643607945,46.8214514027919,MP HODOŠ - HODOŠ
431.0,16.3080976846567,46.5205224888412,GIBINA - RAZKRIŽJE
432.0,14.9030258029273,46.5437033369049,POLJANA - PREVALJE
433.0,15.941795632394,46.432128010847,DORNAVA - KRIŽ.SPUHLJA
434.0,14.9452135078735,46.4429467157116,ČRNA - ŠENTVID
435.0,15.7277424201171,46.0449622742365,BIZELJSKO  -  OREŠJE
436.0,14.7597327318784,45.9492737664057,GROSUPLJE - IVANČNA GOR.
437.0,14.6573279143511,46.0354917317787,ZADVOR - ŠMARTNO P.LITIJI
438.0,15.7944331359722,46.4931155088661,DVORJANE - PTUJ
439.0,15.0579682731891,46.1865939652653,PREBOLD - SPODNJE GABRSKO
441.0,15.7788421965453,46.3739306548465,MAJŠPERK - APAŠKI KRIŽ
442.0,15.8374471450436,46.5691829342466,SENARSKA - LENART
443.0,16.0496627793342,46.6781797106725,PETANJCI - GEDEROVCI
444.0,16.0473523878116,46.6898247050297,GEDEROVCI - SKAKOVCI
445.0,14.7006904310138,45.5311624099473,BOSLJIVA LOKA - OSILNICA
446.0,16.0524242168809,46.6514698906459,RADENCI - PETANJCI
447.0,13.9938499780947,46.0693783094383,ŽELIN - SP. IDRIJA(MAROF)
448.0,15.2435968748316,45.9896404937211,MOKRONOG - BOŠTANJ
449.0,13.8340737701501,46.0945048570446,ČEPOVAN - DOL.TREBUŠA
450.0,15.2765069338824,45.6165240378512,METLIKA - PODZEMELJ
451.0,15.2965534902338,45.5352448145388,DOLENJCI - VRHOVCI
452.0,15.0577392485762,45.5042504531494,STARI TRG - BREZOVICA
453.0,13.911223681357,45.7608575474196,ŠTORJE - ŠTANJEL
454.0,15.2426866159195,46.046696901218,BREG  -  LISCA
455.0,13.6313869139629,46.0909291648963,KANAL-LIG-MIŠČEK-NEBLO
456.0,13.8926407220974,45.9146087288229,AJDOVŠČINA - PREDMEJA
457.0,13.7878415285854,45.8497151084225,BRANIK - KOMEN
458.0,13.7624151488481,45.8047585409973,KOMEN  - KRAJNA VAS
459.0,15.4441646620954,46.3944581754573,LUKANJA - OPLOTNICA
460.0,15.1817460627057,45.6470670210768,RUČETNA VAS - ŠTREKLJEVEC
461.0,14.826657304104,45.7843084226466,PRI CERKVI STRUGE - ZVIRČE
462.0,14.8285264745862,45.787118610221,ZAGRADEC - AMBRUS-ŽVIRČE
463.0,14.830786731374,45.7839456212786,ZVIRČE - SMUKA
464.0,14.4904203884119,46.1926086703267,VODICE
465.0,14.8034780417622,45.5743513070299,ŠTALCERJI - KOČ. REKA
466.0,14.9534962560042,45.5678225167893,LIVOLD - BREZOVICA
467.0,14.8898581683699,45.6565576590014,ŽELJNE - ROG-BAZA-PODTURN
468.0,15.095777965733,45.493021083981,DOBLIČE - SV.ANA-STARI TRG
469.0,15.2258084934749,45.6865620301814,ŠTREKLJEVEC - JUGORJE
470.0,13.611704212246,45.8986423171741,GORNJI MIREN - MIREN
471.0,15.5882792271726,45.9547283969453,SP. POHANCA - (R1-219)
472.0,13.6614498117307,45.897552476566,VOLČJA DRAGA - RENČE
473.0,13.7049410494572,45.9159858996594,PRIKLJ.  VOGRSKO - VOLČJA DRAGA
474.0,14.1795645382067,45.6089550618304,RIBNICA - PREM
475.0,15.2609351869811,45.8044431847934,GABRJE - RATEŽ
476.0,15.2300272308511,45.8187360033769,NOVO MESTO - RATEŽ
477.0,14.804281474622,46.4665379411864,KOPRIVNA - ČRNA
479.0,16.1568370731235,46.6366408115777,M.SOBOTA(GAJ) - PRIK.M.S.
480.0,15.0231085036946,46.58497254779,DRAVOGRAD - OTIŠKI VRH
481.0,15.7718021116514,46.2665242285924,KOZMINCI-ŽETALE - ROGATEC
482.0,15.1384541997197,46.6125542220413,GORTINA - BISTRIŠKI JAREK
483.0,15.1044920354898,46.6035401174762,DRAVOGRAD - TRBONJE
484.0,15.103137234981,46.5982152743657,TRBONJE - VUZENICA
485.0,15.11051227186,46.6048029019142,TRBONJE - GORTINA
486.0,15.398544128192,46.5837523459332,OŽBALT - ZG. KAPLA
487.0,16.2502209309823,46.8059825547548,ŠALOVCI - PETROVCI
488.0,15.7144007639526,46.5560115546908,MB (MALEČNIK) - PERNICA
489.0,16.0917714602687,46.745125207733,LEMERJE - GRAD
490.0,16.096683957332,46.7092713712416,LEMERJE - SKAKOVCI
491.0,16.1111213745483,46.7085470431835,GORICA - LEMERJE
492.0,16.258445265621,46.7334153073914,FOKOVCI - PROSENJAKOVCI
493.0,16.3704395924973,46.6637782737985,KOBILJE - DOBROVNIK
494.0,16.3050993859826,46.6654161684013,MORAVSKE TOPLICE - DOBROVNIK
495.0,15.6002299456703,46.4851709564251,ZG. HOČE - POHORSKA VZPENJAČA
497.0,14.1134341519514,45.8645232665143,KALCE - PODKRAJ
498.0,14.4745783621943,45.6769604263374,GRDA DRAGA -  PUDOB
499.0,16.1800707426787,46.670689921416,MARTJANCI - M.SOBOTA
500.0,13.6218886915955,45.4644984960164,SEČOVLJE - MP SEČOVLJE
501.0,13.9707481671186,45.4509729116037,LOKA - PODPEČ-RAKITOVEC
502.0,13.9062976212466,45.4583477937445,SOČERGA  -  MP  SOČERGA
503.0,14.2092303842407,45.4937045196394,MP STAROD - PODGRAD
504.0,14.2745566541489,45.492931181219,DOLNJI ZEMON  -  MP JELŠANE
505.0,13.945172923784,45.5350205494467,KASTELEC - PODGORJE
506.0,14.6515057589876,45.5929059868675,HRIB - PODPLANINA
507.0,14.8529875522325,45.4645442962847,PETRINA - MP PETRINA
508.0,15.3658481479811,45.4801427992977,ŽUNIČI - MP ŽUNIČI
509.0,15.0749507319652,45.4851362813374,KOT - SODEVCI
510.0,15.6181078893155,46.4594609396516,FRAM - KOPIVNIK
511.0,15.6900881201698,45.8489267061585,OBREŽJE TERMINAL - MP OBREŽJE
512.0,15.6198407061915,45.8838377324423,BREŽICE - PRIKLJ. OBREŽJE
513.0,15.7033178534709,45.9217110661677,KAPELE - RAKOVEC
514.0,15.7053770704937,45.9751724637485,ST.VAS - FIGAROV MOST
515.0,15.710943021084,46.0046325660923,MP  NOVA VAS - PIŠECE
516.0,14.2107027422903,45.5853731871618,PREM - IL.BISTRICA
517.0,15.6451322314045,46.2136420091667,RODNE - MP RAJNKOVEC
519.0,14.2492725394966,45.5693273897718,IL.BISTRICA - GRDA DRAGA
520.0,16.0200756792448,46.3232728604175,BORL-CIRKULANE - MP MEJE
521.0,15.9510514218851,46.2993334222268,VIDEM - ZG. LESKOVEC
522.0,16.2997189660981,46.3862190921943,SREDIŠČE OB DRAVI  -  MP SRED.
523.0,14.2748863257164,45.4971625855086,JELŠANE - NOVOKRAČINE
524.0,16.1442939679111,46.8537575783744,MP MARTINJE - MARTINJE
525.0,15.4057508875645,45.6492317242679,RADOVIČI - MP BOŽAKOVO
526.0,14.1039021921942,45.5399638034966,PODGRAD - OBROV
527.0,14.0867044068844,45.5407907206946,OBROV - GOLAC
528.0,13.6744531518128,46.1097463104434,ROČINJ - LIG
529.0,13.6500291075118,46.1283109024632,KAMBREŠKO - SOLARJI
530.0,14.028102430465,46.4447750966551,HRUŠICA - PLAVŽ
531.0,14.0781677272708,46.428859011779,JESENICE - JAVORNIK
532.0,13.7200112927286,46.1608314088341,MOST NA SOČI - UŠNIK
533.0,13.7459069257966,46.1511847068248,MOST NA SOČI - BAČA
534.0,13.7655921195224,46.1427519853482,ČEPOVAN - MOST NA SOČI
535.0,13.5531955104991,46.3337011796295,BOVEC(PO OBVOZNICI) - ŽAGA
536.0,13.5894380470071,46.3609114750955,KLUŽE - BOVEC
537.0,13.6097844029477,46.4287835821038,STRMEC - MANGART
538.0,13.9992696364774,46.2152133330392,PODBRDO - PETROVO BRDO
539.0,14.0000098574982,46.2158496195835,PETROVO BRDO - PODROŠT
540.0,13.9998154682154,46.2158479222995,SORICA - PETROVO BRDO
541.0,14.0585833394706,46.2112174416438,SORICA - PODROŠT
542.0,14.059410839398,46.2113322085405,PODROŠT - ZALI LOG
543.0,14.1667310289904,46.2450665558539,RUDNO - ČEŠNJICA
544.0,14.1669528823485,46.2458329468045,KROPA - RUDNO
545.0,14.1666092990602,46.2453985739929,RUDNO - ROVTARICA
546.0,13.7089264708762,46.1697404812443,PERŠETI - UŠNIK
547.0,14.2620894401526,46.294251834142,OVSIŠE - GOBOVCE
549.0,14.2757154687032,46.3161751389452,PODTABOR - ZVIRČE
550.0,13.4821775041133,46.0044503039883,NEBLO - MP NEBLO
551.0,13.4370547425613,46.2982182197821,ŽAGA - UČJA
552.0,14.8263478159117,46.5297857489478,MEŽICA - REHT
553.0,15.5519230095497,46.6469536921019,ZG.KUNGOTA - JURIJ
554.0,14.280059195062,46.3255866390971,ZVIRČE - PODTABOR
555.0,14.2952864357332,46.355516047369,BISTRICA - TRŽIČ
556.0,14.3168491886697,46.3320828104731,TRŽIČ - GOLNIK
557.0,14.1488960192245,46.382144063094,ŽIROVNICA - LESCE
558.0,13.6549618240372,45.940531544634,AJŠEVICA  -  NOVA GORICA
559.0,13.5998354774872,45.8837319834661,MIREN - OPATJE SELO
560.0,13.6289570779278,45.8951072018381,RENČE - GORNJI MIREN
561.0,14.6583891009316,45.9655644641402,PEROVO - GROSUPLJE
562.0,14.413631309972,46.0138826905714,VNANJE GORICE - BREZOVICA
563.0,14.4299478335067,45.8857638997954,RAKITNA - CERKNICA
564.0,14.9266052598384,45.9303975246292,GRM - PLUSKA
565.0,15.2500842772664,45.9001970178238,ZBURE - ŠMARJEŠKE TOPLICE
566.0,15.1851138471086,45.8260437640079,NOVO MESTO (LOČNA - MAČKOVEC)
567.0,15.4446962860841,46.3256996909885,SLOV.KONJICE - ŽIČE
568.0,15.479962215228,46.3174769727236,TEPANJE - ŽIČE
569.0,15.5573414087487,46.3786295115448,SL.BISTRICA - LOŽNICA
570.0,15.5962303790919,46.3982893764304,ODCEP PRIKLJ. SL. BISTRICA S
571.0,15.149527983679,46.6088244272051,MUTA - GORTINA
572.0,15.6834357304702,46.5578297218693,MB (MALEČNIK-most) - MB (MALEČNIK)
573.0,15.3841815935833,46.5843235445236,BREZNO - RUTA
574.0,16.1644198224842,46.4134922465649,ORMOŽ Z  -  ORMOŽ V
575.0,16.1777287204448,46.4238194121574,PAVLOVCI - ORMOŽ
576.0,16.123419975558,46.5771182942217,VUČJA VAS - KRIŽEVCI
577.0,14.9762045726646,46.3391930997923,MOZIRJE - SOTESKA
578.0,14.9995872295414,46.3392221630646,GORENJE - SOTESKA
579.0,14.8675526930706,46.5084545009078,MEŽICA - ČRNA
580.0,15.2118006673168,46.1462720947821,LAŠKO - ŠMARJETA
581.0,15.2901899908522,46.0130239712143,BOŠTANJ
582.0,15.034552525928,46.1365778680797,BEVŠKO - TRBOVLJE
583.0,14.994935998619,46.1206940208597,ZAGORJE - MOST ČEZ SAVO
584.0,15.0930514714569,46.1280145599633,HRASTNIK - MOST ČEZ SAVO
585.0,15.3016964312759,46.1874210300475,SVETINA  -  BRSTNIK
586.0,15.7989750062881,46.4057852925278,APAŠKI KRIŽ  -  KIDRIČEVO
587.0,16.0274335413241,46.5613511184032,ŽIHLAVA - VIDEM
588.0,15.0508202407477,45.4949853776474,KOT - GRGELJ
589.0,14.0125067890399,45.6537614237786,ZAVRHEK - ARTVIŽE
590.0,14.1280312026778,45.5803552161392,PREGARJE - OBROV
591.0,14.1289960465002,45.5801106050862,PREGARJE - HARIJE
592.0,14.1285536090807,45.5805481606842,ČELJE - PREGARJE
593.0,14.1202011306592,45.5812131484191,ARTVIŽE - PREGARJE
594.0,15.9814914577626,46.5929205691334,GRABONOŠ - SP. IVANJCI
595.0,15.9810854416665,46.5935628363639,SP.IVANJCI - GORNJA RADGONA
596.0,15.9809129134582,46.5926826262653,SV. TROJICA-COGETINCI - SP.IVANJCI
597.0,15.8651316397911,46.5807983230483,LENART - SVETA TROJICA
598.0,14.4208773338588,46.0522317144851,DOBROVA - LJ(DOLGI MOST)
599.0,13.6612266038083,45.9814283868725,SOLKAN - GRGAR
600.0,15.4578620951622,46.5604433902403,RUTA - SELNICA
601.0,14.7466418258235,45.9574877124458,VIŠNJA GORA - IVANČNA GORICA
602.0,15.2848631570623,45.8692251676794,KRONOVO - DOBRUŠKA VAS
603.0,14.1315951771623,46.4066035251554,JAVORNIK - ŽIROVNICA
604.0,14.0576736502429,45.551614531226,OBROV - KOZINA
605.0,15.3159965266338,46.5968500131075,RADLJE - BREZNO
606.0,15.7612292983767,46.4681142765336,MIKLAVŽ - HAJDINA
607.0,15.2223517260644,45.7403420351815,NOVO MESTO (REVOZ) - METLIKA
608.0,15.520010680917,46.3681893597208,LOŽNICA - TEPANJE
609.0,15.1256596952773,46.2558092946933,VRBENSKO POLJE - ŠEMPETER
610.0,14.6416310229064,46.1579910080392,ŽELODNIK - DOMŽALE
611.0,14.3278182721904,45.9935176396914,BREZOVICA - VRHNIKA
612.0,14.2366337769881,45.7997430857108,PLANINA - RAVBARKOMANDA
613.0,13.9018422548093,45.722615605671,ŠTORJE - SEŽANA
614.0,13.9065082656411,45.5745388149304,KOZINA  -  KASTELEC
615.0,14.1521341792079,45.6400964790531,PIVKA - RIBNICA
616.0,13.6890966353592,46.1141438565049,UŠNIK - KANAL
617.0,14.0341336975898,45.9948910413189,SP. IDRIJA - GODOVIČ
618.0,14.2418183588284,46.2005828186352,ČEŠNJICA - ŠKOFJA LOKA
619.0,14.836929858494,45.6692638122632,DOLENJA VAS - KOČEVJE
620.0,14.9508119531148,46.0931247679684,LITIJA - ZAGORJE
621.0,15.1961504904913,46.4414827253171,LUŽNIK - GORNJI DOLIČ
622.0,15.4344841816821,46.2123909245496,ŠENTJUR - ŠMARJE PRI JELŠAH
623.0,16.1024818086469,46.6504487804342,PETANJCI - M.SOBOTA(GAJ)
624.0,13.9354553226577,45.8664529369906,VIPAVA - AJDOVŠČINA
625.0,14.3767052676543,46.1904816185846,KR (LABORE) - JEPRCA
627.0,14.4629199517414,46.2321528555502,LETALIŠČE BRNIK - SP.BRNIK
628.0,15.6715631962075,46.6207251270128,ŠENTILJ - PESNICA
630.0,15.3803283939451,45.9886710730266,IMPOLJCA - BRESTANICA
631.0,13.8426505197135,46.4844564576965,GOZD MARTULJEK - MOJSTRANA-DOVJE
632.0,14.1791914730084,46.3488234511104,LESCE - RADOVLJICA
634.0,15.0970073493144,45.8868542729884,GRM - ŠENTJURIJ
635.0,13.8668863479266,45.8846904351865,AJDOVŠČINA - SELO
636.0,16.2315056711996,46.5110366141111,STROČJA VAS - LJUTOMER
637.0,15.8562154865166,46.416571475076,PTUJ - HAJDINA
638.0,15.8947575875066,46.4132167162141,PTUJ - SPUHLJA
639.0,15.8321093931229,46.4131060049096,HAJDINA  (Mariborska c.- Gomile)
641.0,15.7047526875434,46.4083947705718,PRAGERSKO - ŠIKOLE
643.0,14.4368802670372,46.1244902423506,MEDVODE - STANEŽIČE
644.0,14.0082092936274,45.782470716803,RAZDRTO - MANČE
645.0,14.6009733776912,45.9815934043746,LJ (MALENCE)  -  ŠMARJE-SAP
646.0,14.1280765800692,46.4062169259819,LIPCE - LESCE
647.0,14.3128304384953,46.2773553231386,NAKLO - KRANJ Z
648.0,15.2497852438513,46.2550005348543,CELJE - CELJE ZAHOD
650.0,13.7240852473576,45.5945790064892,ANKARAN - MP LAZARET
651.0,13.7971806745464,45.5820982140802,MP ŠKOFIJE  -  PLAVJE
652.0,13.9091809893109,45.6192054183879,KOZINA - MP KOZINA
653.0,13.8361310909097,45.7002983939789,FERNETIČI - MP FERNETIČI
654.0,13.6363848733726,45.94179632388,N.GORICA - ROŽNA DOLINA
655.0,13.5005751435969,46.2189545678908,MP ROBIČ - ROBIČ
657.0,13.5833081059426,46.4201276667507,MP PREDEL - KLUŽE
658.0,13.7049843958664,46.4972791559086,MP RATEČE - RATEČE
659.0,13.7514838075318,46.5171390845612,MP KORENSKO SEDLO - PODKOREN
660.0,14.2598103836389,46.43278495545,MP LJUBELJ - BISTRICA(TRŽIČ)
661.0,14.5269779712644,46.4185605141527,MP ZG.JEZERSKO - ZG.JEZERSKO
662.0,14.8412587136641,46.5667123104092,MP HOLMEC - POLJANA
663.0,14.994595675623,46.5987493456606,MP VIČ - DRAVOGRAD
664.0,15.6481728081708,46.6846922531212,ŠENTILJ
665.0,15.9876365251708,46.6830784446876,MP G.RADGONA - G.RADGONA
666.0,16.0524750259404,46.8339483907907,SOTINA - MP KUZMA
667.0,15.574856224947,46.3073835742562,MLAČE - POLJČANE
668.0,15.2065960815337,46.6444067123952,RADLJE - RADELJSKI PRELAZ
669.0,14.4855223215115,46.2358823578501,SP.BRNIK - CERKLJE
670.0,15.8769157271105,46.4078669836345,PTUJ(TURNIŠČE - BUDINA)
671.0,13.6235332938747,45.9195885229415,VRTOJBA - MP VRTOJBA
672.0,14.9444641706946,46.6229831534611,ČRNEČE - MP LIBELIČE
673.0,13.9913828659049,46.4519883421048,MP KARAVANKE - HRUŠICA
674.0,15.6458564959617,46.6899594508693,MP ŠENTILJ - POČIVALIŠČE ŠENTILJ
675.0,16.5273325965835,46.5226593619007,DOLINA - MP PINCE
676.0,15.6801985340481,45.8930671462491,DOBOVA - M.P. RIGONCE
677.0,15.6838182632016,45.8426929071227,MOKRICE  -  OBREŽJE - SLOV. VAS
678.0,14.8291941483323,46.080683110868,RIBČE - LITIJA
679.0,13.5893161786341,46.2340738060462,KOBARID - IDRSKO
681.0,16.0346555246701,46.7955520379905,VEČESLAVCI - SOTINA
683.0,15.3446968492145,45.8449987699306,ŠENTJERNEJ - KOSTANJEVICA
684.0,13.9684489074131,45.6710544815291,DIVAČA - MATAVUN
686.0,13.7864800946118,45.5672187576906,ŠKOFIJE - R.ŠKOFIJE
687.0,15.6459390168516,46.2480704492231,TEKAČEVO  -  KOTEC
688.0,13.8880777657095,45.8861309872437,AJDOVŠČINA - SELO
689.0,15.2173417769975,46.2571727457298,PRIKLJ. CELJE Z - MEDLOG
690.0,15.3840644109996,46.2377649687124,DOLE - ŠENTJUR
691.0,14.4036587823048,45.9912469147019,PODPEČ - VNANJE GORICE
692.0,14.5917713108627,46.0415218951924,LJ(LITIJSKA) - ZADVOR
693.0,13.6505745275154,45.9730882278791,SOLKAN-NOVA GORICA (KROMBERK)
694.0,15.3108470614945,46.2521595701996,LJUBEČNA - BUKOVŽLAK
695.0,15.2778134221431,46.2445974371298,CELJE AC - CELJE
696.0,15.6834510922062,46.227733563388,KOTEC - ROGATEC
697.0,14.1922284843371,46.3405036567024,RADOVLJICA - PODVIN
698.0,15.7833565067152,46.609486071703,JUROVSKI DOL - LENART
699.0,13.7177716298812,45.9416034993327,TRI HIŠE - AJŠEVICA
700.0,14.4229210067878,45.9536177247997,PODPEČ - RAKITNA
702.0,13.6327818553331,45.4635314065904,SEČOVLJE - DRAGONJA
703.0,14.9977049943063,46.1095820869036,SOPOTA - PODKUM-ZAGORJE
705.0,15.4330363770212,46.5418989684983,RUŠE - PUŠČAVA
706.0,15.5738009193805,46.55785829895,MARIBOR - RUŠE
707.0,14.2246862067689,46.3225083588426,GOBOVCE - ČRNIVEC
708.0,14.279662564376,46.2963520002185,PRIKLJ. NAKLO - PODTABOR
709.0,15.2439503290046,46.0461093413048,BREG - SEVNICA
710.0,15.5000114272727,46.5456552667771,RUŠE - SELNICA
711.0,15.3947851409518,46.3614226998732,ZREČE - ZEČE
712.0,16.2199063910817,46.7164427253355,SEBEBORCI - TRAKŠAROV BREG
713.0,15.4612626681823,45.9887046084082,BLANCA - BRESTANICA
714.0,16.2101915183767,46.817002522011,PETROVCI - MARTINJE
715.0,15.3335212998206,46.0032594339777,SEVNICA - BLANCA
716.0,14.3486895164171,46.2350071173048,KR(ISKRA - LABORE)
717.0,14.3512774233641,46.2420757345021,KRANJ(KIDRIČEVA  -  ISKRA)
718.0,14.3441859601719,46.251752556674,POLICA - KR(KIDRIČEVA)
719.0,16.2774174943946,46.8223793875313,ŠALOVCI - ČEPINCI
720.0,16.3174402684335,46.8109491194527,HODOŠ - DOMANJŠEVCI
721.0,16.3405896058368,46.714325522229,BERKOVCI - KOBILJE
725.0,14.4745692602204,46.0867262505159,LJ(ŠENTVID  -  OBVOZNICA)
732.0,13.8514051410814,45.4494951491093,GRAČIŠČE - BREZOVICA
733.0,16.0354557943752,46.4709938531271,LJUTOMER - DORNAVA
734.0,15.3707028317426,46.4013430457566,ROGLA - ZREČE
735.0,13.9544259865661,45.832795245997,MANČE - VIPAVA
736.0,14.2131456559315,45.8728190139852,KALCE - PLANINA
737.0,15.1080519698985,45.6657971710835,ČRMOŠNJICE - RUČETNA VAS
738.0,15.5698952260756,45.9470927390944,SP.POHANCA - BREŽICE
739.0,15.1838890233891,46.0878278152523,RIM.TOPLICE - ZIDANI MOST
740.0,15.3195065390784,46.2647318105802,ARCLIN - LJUBEČNA
741.0,15.0941124991698,46.2469237983051,LATKOVA VAS - PREBOLD
742.0,14.8539456837853,45.4649234495911,FARA - PETRINA
743.0,14.8518996017423,45.4649208496912,PETRINA - GRIVAC-MIRTOVIČI
744.0,14.8673378185295,45.6293592476917,KOČEVJE - LIVOLD
745.0,15.3607443423083,45.6652654305942,DRAŠIČI - METLIKA
746.0,16.1406082551888,46.6499843814725,M.SOBOTA(GAJ) - M.SOBOTA
747.0,14.5616562583452,46.074018374151,LJ(ŠMARTIN.) - PRIKLJ. SNEBERJE
748.0,13.8720441422595,45.5493955051407,ČRNI KAL  -  KORTINE
749.0,14.9042667788014,45.4802824205771,GRGELJ - FARA
750.0,14.8703858375768,45.5125632975583,ŠTALCERJI - FARA
751.0,14.7381150684926,45.7278760383551,HROVAČA - DOLENJA VAS
752.0,14.9410203423659,46.5449341586887,PREVALJE - RAVNE
753.0,16.0537921568448,46.3787584032643,ZAVRČ - DRENOVEC
754.0,13.6077171843809,46.0509367122075,KANAL - PLAVE
755.0,13.5559977274102,46.0053427892838,GONJAČE - DOBROVO
756.0,15.572949989401,46.244322001987,MESTINJE - PODPLAT
757.0,15.4212235612662,46.2019947830375,ŠENTJUR - ČRNOLICA
758.0,16.0111495124575,46.7254630227165,CANKOVA - GERLINCI
759.0,16.0198784553798,46.7761533748442,PERTOČA - FIKŠINCI
760.0,16.0277839328069,46.8040978269713,ROGAŠOVCI - KRAMAROVCI
761.0,16.0901578156677,46.8032226985921,GRAD - KUZMA
762.0,15.8667774939334,46.3173066182278,PODLEHNIK - KOZMINCI
763.0,15.8917928046203,46.3702694809929,TRŽEC - VIDEM
764.0,15.9549407126367,46.4709131381008,JURŠINCI - GABERNIK
765.0,15.9472293717764,46.4797585108516,VITOMARCI - GABRNIK
766.0,15.8802331637938,46.485306264017,JANEŽOVSKI VRH - DESTRNIK
767.0,15.852314308298,46.4840966824606,JANEŽOVCI - DOLGE NJIVE
768.0,15.3350729138008,46.0928625778791,JURKLOŠTER - DEŽNO
769.0,15.3340315810084,46.093882371262,RIMSKE TOPLICE - JURKLOŠTER
770.0,13.8635434785733,45.5606854561801,ČRNI KAL  -  OSP
771.0,13.859273749057,45.5418631414214,RIŽANA - KORTINE
772.0,13.838683250408,45.5218862679417,SV. ANTON - GRAČIŠČE
773.0,14.2121164775362,46.3405611074533,PODVIN - ČRNIVEC
774.0,13.9412839635515,46.4584821372945,ZG.RADOVNA - DOVJE
775.0,13.9322833037854,46.4553845882095,MOJSTRANA - VRATA
776.0,13.9453922728301,46.4648539715929,DOVJE - MOJSTRANA-KRAJE
777.0,13.8024217291602,46.4865801413348,KR.GORA - GOZD MARTULJEK
778.0,13.7221563276435,46.4944580010598,RATEČE - PODKOREN
779.0,13.7208121459568,46.49400214073,RATEČE - PLANICA
780.0,14.6155012685369,46.283240253458,STAHOVICA - KAM.BISTRICA
781.0,14.5310971115809,46.202319332103,SP.BRNIK - MOSTE
782.0,13.8590308090327,45.7052081094803,SEŽANA - FERNETIČI
783.0,13.7110720839673,45.8012403090528,GORJANSKO - ŽEKENC
784.0,14.6796310324401,45.8566703047606,VIDEM - RAŠICA
785.0,14.7092051792122,45.8254088939427,VIDEM - PRI CERKVI STRUGE
786.0,15.3170213542552,46.2187083002538,ŠTORE - LAŠKA VAS
787.0,15.2364576671623,46.1665486524491,BRSTNIK  -  LAŠKO
788.0,15.1715515838659,46.0132116692818,TRŽIŠČE - HOTEMEŽ
789.0,14.3138778679195,45.4915447405853,ZABIČE - NOVOKRAČINE
790.0,14.1901249899821,45.4966034887961,STAROD - MEJA RH
791.0,13.8063743231849,45.7656607639143,KRAJNA VAS - DUTOVLJE
792.0,15.8074586929572,46.4121854944859,KIDRIČEVO - HAJDINA
793.0,15.8232733765329,46.5747651640853,PRIKLJ. LENART - LENART
794.0,15.9705793124488,46.6810385037951,GORNJA RADGONA
799.0,15.2837525022319,45.8686520816625,DOLENJE KRONOVO - GOR. GOMILA
802.0,15.6581647762723,46.4667942494795,SLIVNICA - FRAM
803.0,13.832649118972,45.5518708567822,ČRNI KAL  -  RAZCEP SERMIN
805.0,14.256037796094,45.9088183836496,PRIKLJ. LOGATEC
806.0,15.1291787528148,45.8644170386622,PRIKLJ. MIRNA PEČ  -  NM PRIKLJ. Z
808.0,13.9665926188262,45.6686981798538,PRIKLJ. DIVAČA
809.0,13.9663746350885,45.6686872130957,PRIKLJ. DIVAČA
810.0,14.1589471814276,46.3676068245303,PRIKLJ. LESCE - JESENICE
812.0,13.9891472145353,45.7005825039869,SENOŽEČE  -   GABRK
813.0,13.9052181564174,45.7128758810298,GABRK - SEŽANA V
